,date,day,domain,month,source_id,source_name,title,urlToImage,year
330,2020-10-22,22.0,radio.foxnews.com,10.0,fox-news,Fox News,Rep. Andy Biggs: Hunter Biden’s Laptop Is Full Of Incriminating Evidence,https://radio.foxnews.com/wp-content/uploads/2018/07/Biggs.jpg,2020.0
331,2020-10-22,22.0,radio.foxnews.com,10.0,fox-news,Fox News,The Last Chance To Sway Voters From The Debate Stage,https://radio.foxnews.com/wp-content/uploads/2020/05/Rundown-Featured-Image-NEW.png,2020.0
332,2020-10-22,22.0,radio.foxnews.com,10.0,fox-news,Fox News,Pam Bondi: Hunter Biden Revelations Are “Complete Vindication For The President”,https://radio.foxnews.com/wp-content/uploads/2018/06/Bondi.jpg,2020.0
333,2020-10-23,23.0,radio.foxnews.com,10.0,fox-news,Fox News,“We Are Within The Margin Of Error” Sen. Joni Ernst (R-IA) On Tight Iowa Senate Race,https://radio.foxnews.com/wp-content/uploads/2020/10/Joni-Ernst-2.jpg,2020.0
334,2020-10-22,22.0,radio.foxnews.com,10.0,fox-news,Fox News,Sec. David Bernhardt: America Has A Powerful Energy Economy,https://radio.foxnews.com/wp-content/uploads/2020/10/download-9.jpg,2020.0
335,2020-10-23,23.0,radio.foxnews.com,10.0,fox-news,Fox News,Who Won The Final Showdown?,https://radio.foxnews.com/wp-content/uploads/2020/05/Rundown-Featured-Image-NEW.png,2020.0
336,2020-10-23,23.0,radio.foxnews.com,10.0,fox-news,Fox News,Chris Christie On The Media Ignoring Hunter Biden’s Lap Top Because They Are Openly Rooting For Joe Biden,https://radio.foxnews.com/wp-content/uploads/2020/10/Biden-ap-photo.jpg,2020.0
337,2020-10-26,26.0,radio.foxnews.com,10.0,fox-news,Fox News,The Senate Prepares For Final Confirmation Vote On Judge Barrett,https://radio.foxnews.com/wp-content/uploads/2020/05/Rundown-Featured-Image-NEW.png,2020.0
338,2020-10-27,27.0,radio.foxnews.com,10.0,fox-news,Fox News,Brian Morgenstern: Democrats “Want You To Be Terrified” Of COVID,https://radio.foxnews.com/wp-content/uploads/2017/05/AP17130097256123.jpg,2020.0
339,2020-10-23,23.0,radio.foxnews.com,10.0,fox-news,Fox News,Trafalgar Pollster Robert Cahaly Explains The Methodology Behind Their Polls,https://radio.foxnews.com/wp-content/uploads/2020/10/robert-cahaly.jpg,2020.0
340,2020-10-29,29.0,radio.foxnews.com,10.0,fox-news,Fox News,Congressman Kevin McCarthy: We Will Take Back The House,https://radio.foxnews.com/wp-content/uploads/2020/10/Nancy-Pelosi-AP.jpg,2020.0
341,2020-10-28,28.0,radio.foxnews.com,10.0,fox-news,Fox News,Lou Dobbs: Joe Biden Being Compromised Is “A Real And Present Danger To The Republic”,https://radio.foxnews.com/wp-content/uploads/2014/06/Lou-Dobbs.jpg,2020.0
342,2020-10-27,27.0,video.foxnews.com,10.0,fox-news,Fox News,"Trump, Biden campaigns flood battleground Florida with surrogates",https://cf-images.us-east-1.prod.boltdns.net/v1/static/694940094001/dc334c0d-7046-49cb-9748-d9c5b17ecaaf/30e68bac-0b48-489d-b6b8-03c12893b2c1/1280x720/match/image.jpg,2020.0
343,2020-10-26,26.0,video.foxnews.com,10.0,fox-news,Fox News,"Hume: Trump trails in polls, but is ‘way ahead on voter enthusiasm’",https://cf-images.us-east-1.prod.boltdns.net/v1/static/694940094001/3ba1b236-3c50-468f-be59-dce1205fb6eb/9e08736a-5354-417e-b458-f284cb12c603/1280x720/match/image.jpg,2020.0
344,2020-10-26,26.0,video.foxnews.com,10.0,fox-news,Fox News,Judge Amy Coney Barrett set to become 115th Supreme Court justice,https://cf-images.us-east-1.prod.boltdns.net/v1/static/694940094001/519936dc-0d88-4970-8258-a93781b63bc6/e6a4677f-3ae0-4a10-8e62-055e120dd108/1280x720/match/image.jpg,2020.0
345,2020-10-22,22.0,video.foxnews.com,10.0,fox-news,Fox News,Buttigieg calls Hunter Biden email claims 'desperate' move by Trump,https://cf-images.us-east-1.prod.boltdns.net/v1/static/694940094001/cd7e0a16-44a1-4805-9937-bb1e113e4375/0d9fa24b-a059-4d18-81ba-7526007fdad5/1280x720/match/image.jpg,2020.0
346,2020-10-29,29.0,video.foxnews.com,10.0,fox-news,Fox News,Trump campaigns in Arizona while Biden campaigns in Delaware,https://cf-images.us-east-1.prod.boltdns.net/v1/static/694940094001/a364d27e-423d-4137-9fa3-679e3baea673/5d764908-4f94-4409-a915-0cec5fefdc45/1280x720/match/image.jpg,2020.0
347,2020-10-22,22.0,video.foxnews.com,10.0,fox-news,Fox News,How should President Trump approach the final debate of 2020?,https://cf-images.us-east-1.prod.boltdns.net/v1/static/694940094001/024832be-f35c-4882-abbe-bc2c7b8abc35/014b9598-93f2-4785-bc3f-3e619ff1290b/1280x720/match/image.jpg,2020.0
348,2020-10-23,23.0,video.foxnews.com,10.0,fox-news,Fox News,Luntz: 'Undecided voters' call Trump 'superior' on economy in debate,https://cf-images.us-east-1.prod.boltdns.net/v1/static/694940094001/dda45ce2-5728-41f7-9f19-4ba0648c8be1/cb0a4d22-9bfe-4517-82a8-a1322c4190f9/1280x720/match/image.jpg,2020.0
349,2020-10-26,26.0,video.foxnews.com,10.0,fox-news,Fox News,Trump barnstorms in Pennsylvania; holds 3 rallies in Keystone State,https://cf-images.us-east-1.prod.boltdns.net/v1/static/694940094001/d8ff879a-c32c-4d79-bc85-394cc76947b5/3ef0d8ed-9897-48c3-a727-376693a034af/1280x720/match/image.jpg,2020.0
350,2020-10-27,27.0,video.foxnews.com,10.0,fox-news,Fox News,Trump slams Biden at Michigan rally over pledge to raise taxes,https://cf-images.us-east-1.prod.boltdns.net/v1/static/694940094001/c91f9985-cfe4-4cdf-86fd-3813cc4e9e7c/e7152659-4928-44b4-9b6d-bceb80d78b4e/1280x720/match/image.jpg,2020.0
351,2020-10-22,22.0,video.foxnews.com,10.0,fox-news,Fox News,Trump expected to focus on Hunter Biden emails at final debate,https://cf-images.us-east-1.prod.boltdns.net/v1/static/694940094001/07bc7202-387a-4373-b56f-6708c44f1a8f/19e56e54-76fc-4f4f-8d90-ff6ec2234246/1280x720/match/image.jpg,2020.0
352,2020-10-24,24.0,www.foxnews.com,10.0,fox-news,Fox News,CNN's Van Jones: Trump 'doesn't get enough credit' for the 'good stuff he has done for the Black community',https://static.foxnews.com/foxnews.com/content/uploads/2020/10/Van-Jones-REUTERS-2.jpg,2020.0
353,2020-10-23,23.0,www.foxnews.com,10.0,fox-news,Fox News,Lara Trump calls out Joe Biden's 'dismal' coronavirus warning at debate,https://static.foxnews.com/foxnews.com/content/uploads/2020/10/Debate-AP-THUMB-13.jpg,2020.0
354,2020-10-22,22.0,www.foxnews.com,10.0,fox-news,Fox News,"Trump Jr: Media, Big Tech 'doing whatever they can' to help elect Joe Biden",https://cf-images.us-east-1.prod.boltdns.net/v1/static/694940094001/f689b345-eb25-47f7-8861-f18f369361c7/f4455302-2af7-4315-a5e7-7315fdf2b938/1280x720/match/image.jpg,2020.0
355,2020-10-27,27.0,www.msnbc.com,10.0,msnbc,MSNBC,"Is Biden on the offense, Trump in 'state of panic'?",https://media11.s-nbcnews.com/j/MSNBC/Components/Video/202010/n_mj_sevena_201027_1920x1080.nbcnews-fp-1200-630.jpg,2020.0
356,2020-10-27,27.0,www.msnbc.com,10.0,msnbc,MSNBC,No future for GOP that embraces Trump as leader: Lincoln Project co-founder,https://media12.s-nbcnews.com/j/MSNBC/Components/Video/202010/n_mj_lincoln_201027_1920x1080.nbcnews-fp-1200-630.jpg,2020.0
357,2020-10-26,26.0,www.msnbc.com,10.0,msnbc,MSNBC,Trump White House surrenders to the coronavirus,https://media11.s-nbcnews.com/j/MSNBC/Components/Video/202010/n_mj_intro_201026_1920x1080.nbcnews-fp-1200-630.jpg,2020.0
358,2020-10-26,26.0,www.msnbc.com,10.0,msnbc,MSNBC,"Trump, this is what 'living with' Covid actually looks like",https://media4.s-nbcnews.com/j/newscms/2020_44/3423095/201026-covid-emt-patient-cs-211p_3da98727adc0ae39e46e5ff5f2b7585c.nbcnews-fp-1200-630.jpg,2020.0
359,2020-10-23,23.0,www.msnbc.com,10.0,msnbc,MSNBC,Lawrence: The person calling themselves the least racist person in the room is usually the most racist,https://media14.s-nbcnews.com/j/MSNBC/Components/Video/202010/n_msnbc_lod_201022_1920x1080.nbcnews-fp-1200-630.jpg,2020.0
360,2020-10-23,23.0,www.msnbc.com,10.0,msnbc,MSNBC,James Carville: Trump on child separation was debate's low point,https://media13.s-nbcnews.com/j/MSNBC/Components/Video/202010/n_bwms_carville_201022_1920x1080.nbcnews-fp-1200-630.jpg,2020.0
361,2020-10-24,24.0,www.msnbc.com,10.0,msnbc,MSNBC,Trump has completely forgotten the 'forgotten man' he pandered to in 2016,https://media1.s-nbcnews.com/j/newscms/2020_43/3422613/201023-forgotten-man-trump-2x1_ee7949276018ce22afc89f28276d1306.nbcnews-fp-1200-630.jpg,2020.0
362,2020-10-23,23.0,www.msnbc.com,10.0,msnbc,MSNBC,Trump presents range of falsehoods and lies about Covid in second presidential debate,https://media14.s-nbcnews.com/j/MSNBC/Components/Video/202010/n_maddow_trumpcovidlies_201022_1920x1080.nbcnews-fp-1200-630.jpg,2020.0
363,2020-10-22,22.0,www.msnbc.com,10.0,msnbc,MSNBC,Rick Gates: Trump’s ‘silent vote’ from 2016 ‘very much alive’ in 2020 race,https://media13.s-nbcnews.com/j/MSNBC/Components/Video/202010/n_tur_brk_gates_silentvote_201022_1920x1080.nbcnews-fp-1200-630.jpg,2020.0
364,2020-10-29,29.0,www.msnbc.com,10.0,msnbc,MSNBC,Jared Kushner said Trump took back U.S. from doctors,https://media13.s-nbcnews.com/j/MSNBC/Components/Video/202010/n_mj_kush_201029_1920x1080.nbcnews-fp-1200-630.jpg,2020.0
365,2020-10-26,26.0,www.msnbc.com,10.0,msnbc,MSNBC,Why a group of suburban women in Ohio say they've turned against Trump,https://media13.s-nbcnews.com/j/MSNBC/Components/Video/202010/n_ruhle_jansing_201026_1920x1080.nbcnews-fp-1200-630.jpg,2020.0
366,2020-10-23,23.0,www.msnbc.com,10.0,msnbc,MSNBC,Undecided Atlanta voters react to final presidential debate,https://media14.s-nbcnews.com/j/MSNBC/Components/Video/202010/n_ruhle_brk_jansing_voters_201023_1920x1080.nbcnews-fp-1200-630.jpg,2020.0
367,2020-10-24,24.0,www.msnbc.com,10.0,msnbc,MSNBC,The states Trump can’t afford to lose: Kornacki breaks down the road to 270,https://media13.s-nbcnews.com/j/MSNBC/Components/Video/202010/n_hayes_kornacki_201023_1920x1080.nbcnews-fp-1200-630.jpg,2020.0
368,2020-10-27,27.0,www.msnbc.com,10.0,msnbc,MSNBC,'It's coming': Maddow on the building Democratic backlash to McConnell co-opting courts,https://media11.s-nbcnews.com/j/MSNBC/Components/Video/202010/n_maddow_pendulum_201026_1920x1080.nbcnews-fp-1200-630.jpg,2020.0
369,2020-10-24,24.0,www.msnbc.com,10.0,msnbc,MSNBC,Child separations at border now key voter issue for 2020,https://media12.s-nbcnews.com/j/MSNBC/Components/Video/202010/n_joy_bidentrumpimmigration_201024_1920x1080.nbcnews-fp-1200-630.jpg,2020.0
370,2020-10-25,25.0,www.msnbc.com,10.0,msnbc,MSNBC,Expert on Trump's executive order enabling him to fire Fauci,https://media11.s-nbcnews.com/j/MSNBC/Components/Video/202010/n_joy_covidtrump_102520_1920x1080.nbcnews-fp-1200-630.jpg,2020.0
371,2020-10-24,24.0,www.msnbc.com,10.0,msnbc,MSNBC,Trump needs women and voters of color if he wants to beat Biden,https://media11.s-nbcnews.com/j/MSNBC/Components/Video/202010/n_bwms_bblock_201023_1920x1080.nbcnews-fp-1200-630.jpg,2020.0
372,2020-10-23,23.0,www.msnbc.com,10.0,msnbc,MSNBC,What it means that 50 million voted before final Biden-Trump debate,https://media13.s-nbcnews.com/j/MSNBC/Components/Video/202010/n_bwms_50million_201022_1920x1080.nbcnews-fp-1200-630.jpg,2020.0
373,2020-10-29,29.0,www.msnbc.com,10.0,msnbc,MSNBC,How Trump's attacks on the FBI trickle down to the police,https://media1.s-nbcnews.com/j/newscms/2020_44/3424084/201029-trump-fbi-police-mainimage-2x1-an_11df278a1793f6787fcaea29f6203725.nbcnews-fp-1200-630.jpg,2020.0
374,2020-10-23,23.0,www.msnbc.com,10.0,msnbc,MSNBC,Trump allies tried to use this picture to shame Joe Biden. Here's why it backfired.,https://media2.s-nbcnews.com/j/newscms/2020_43/3422184/201022-hunder-joe-biden-1x1_4ed72ffe3ad03ec2196596a3807dba9d.nbcnews-fp-1200-630.jpg,2020.0
375,2020-10-22,22.0,www.msnbc.com,10.0,msnbc,MSNBC,Nuclear weapons treaties should make us feel safer. Trump's new deal does the opposite.,https://media1.s-nbcnews.com/j/newscms/2020_43/3422002/201021-nuclear-threat-trump_65120916ea80baac5c266dd1b171a5b6.nbcnews-fp-1200-630.jpg,2020.0
376,2020-10-26,26.0,www.msnbc.com,10.0,msnbc,MSNBC,The White House acknowledges that Trump isn’t even trying to contain coronavirus,https://media12.s-nbcnews.com/j/MSNBC/Components/Video/202010/n_wh_deadline_covid_201026_1920x1080.nbcnews-fp-1200-630.jpg,2020.0
377,2020-10-26,26.0,www.msnbc.com,10.0,msnbc,MSNBC,Trump 'playing defense' in multiple states when it comes to the Electoral College,https://media12.s-nbcnews.com/j/MSNBC/Components/Video/202010/n_mtpd_clip_kornackiboard_201026_1920x1080.nbcnews-fp-1200-630.jpg,2020.0
378,2020-10-29,29.0,www.msnbc.com,10.0,msnbc,MSNBC,Trump rushes Sen. McSally at rally as she fights to keep seat,https://media14.s-nbcnews.com/j/MSNBC/Components/Video/202010/n_mj_mcsally_201029_1920x1080.nbcnews-fp-1200-630.jpg,2020.0
379,2020-10-26,26.0,www.msnbc.com,10.0,msnbc,MSNBC,Trump says his administration is working “very hard” to reunite parents and children separated at the border. But is it?,https://media12.s-nbcnews.com/j/MSNBC/Components/Video/202010/n_johnson_CHILDSEPARATION_201025_1920x1080.nbcnews-fp-1200-630.jpg,2020.0
380,2020-10-27,27.0,www.msnbc.com,10.0,msnbc,MSNBC,Former Pence aide shares her experience of voting for an entirely Democratic ticket for the first time,https://media14.s-nbcnews.com/j/MSNBC/Components/Video/202010/n_wh_deadline_troye_201027_1920x1080.nbcnews-fp-1200-630.jpg,2020.0
381,2020-10-26,26.0,www.msnbc.com,10.0,msnbc,MSNBC,Dr. Hotez warns ‘the worst is yet to come’,https://media11.s-nbcnews.com/j/MSNBC/Components/Video/202010/n_wh_deadline_hotez_201026_1920x1080.nbcnews-fp-1200-630.jpg,2020.0
382,2020-10-28,28.0,www.msnbc.com,10.0,msnbc,MSNBC,Trump's closing argument to women? I got your husbands jobs,https://media13.s-nbcnews.com/j/MSNBC/Components/Video/202010/n_bwms_trumpwomen_201027_1920x1080.nbcnews-fp-1200-630.jpg,2020.0
383,2020-10-29,29.0,www.msnbc.com,10.0,msnbc,MSNBC,First votes counted on Election Night may give false impression of vote leader,https://media14.s-nbcnews.com/j/MSNBC/Components/Video/202010/n_maddow_mirage_201028_1920x1080.nbcnews-fp-1200-630.jpg,2020.0
384,2020-10-23,23.0,www.msnbc.com,10.0,msnbc,MSNBC,'It's actually been a totality of failure': Sen. Booker reacts to Trump touting his record on race,https://media14.s-nbcnews.com/j/MSNBC/Components/Video/202010/n_ruhle_booker_201023_1920x1080.nbcnews-fp-1200-630.jpg,2020.0
385,2020-10-26,26.0,www.msnbc.com,10.0,msnbc,MSNBC,Joe Biden needs to embrace FDR's actual plan for the Supreme Court,https://media3.s-nbcnews.com/j/newscms/2020_43/3422751/201021-fdr-supreme-court-main-cover-an_03c9b5bc585aff857a52189c1475ef87.nbcnews-fp-1200-630.jpg,2020.0
386,2020-10-23,23.0,www.msnbc.com,10.0,msnbc,MSNBC,Presidential debates are terrible. They don't have to be.,https://media1.s-nbcnews.com/j/newscms/2020_43/3422235/201022-daily-roundup-7-main-image-an_d892bd787293d5b88e7a992e8a15cf07.nbcnews-fp-1200-630.jpg,2020.0
387,2020-10-23,23.0,www.msnbc.com,10.0,msnbc,MSNBC,Mike Murphy: Biden edged out 'low energy' Trump in final debate,https://media11.s-nbcnews.com/j/MSNBC/Components/Video/202010/n_bwms_murphy_201022_1920x1080.nbcnews-fp-1200-630.jpg,2020.0
388,2020-10-23,23.0,www.msnbc.com,10.0,msnbc,MSNBC,"McCaskill: Trump lied, Biden talked to voters in final debate",https://media14.s-nbcnews.com/j/MSNBC/Components/Video/202010/n_bwms_mccaskill_201022_1920x1080.nbcnews-fp-1200-630.jpg,2020.0
389,2020-10-23,23.0,www.msnbc.com,10.0,msnbc,MSNBC,Biden's lesson from first debate: Don't be distracted by Trump antics.,https://media13.s-nbcnews.com/j/MSNBC/Components/Video/202010/n_msnbc_sanders8_201022_1920x1080.nbcnews-fp-1200-630.jpg,2020.0
390,2020-10-26,26.0,www.msnbc.com,10.0,msnbc,MSNBC,"As Trump crashes, niece warns of danger in post-election 'hit list'",https://media14.s-nbcnews.com/j/MSNBC/Components/Video/202010/n_ari_marytrump_201026_1920x1080.nbcnews-fp-1200-630.jpg,2020.0
391,2020-10-24,24.0,www.msnbc.com,10.0,msnbc,MSNBC,Trump sycophant Lou Dobbs attacks Lindsey Graham,https://media14.s-nbcnews.com/j/MSNBC/Components/Video/202010/n_bwms_graham_201023_1920x1080.nbcnews-fp-1200-630.jpg,2020.0
392,2020-10-27,27.0,www.msnbc.com,10.0,msnbc,MSNBC,Trump relies on repeating lies until supporters believe them,https://media13.s-nbcnews.com/j/MSNBC/Components/Video/202010/n_bwms_parker_201026_1920x1080.nbcnews-fp-1200-630.jpg,2020.0
393,2020-10-22,22.0,www.msnbc.com,10.0,msnbc,MSNBC,Obama stumps for Biden as Trump ignores Covid risk at huge rally,https://media12.s-nbcnews.com/j/MSNBC/Components/Video/202010/n_bwms_a2_201021_1920x1080.nbcnews-fp-1200-630.jpg,2020.0
394,2020-10-24,24.0,www.msnbc.com,10.0,msnbc,MSNBC,Mary Trump on her Donald Trump’s lack of empathy: ‘He doesn’t care',https://media13.s-nbcnews.com/j/MSNBC/Components/Video/202010/n_lw_mary1_201023_1920x1080.nbcnews-fp-1200-630.jpg,2020.0
395,2020-10-28,28.0,www.msnbc.com,10.0,msnbc,MSNBC,Trump's attack on American government won't end if he loses. His latest order proves it.,https://media4.s-nbcnews.com/j/newscms/2020_44/3394057/200701-ONE-TIME-USE-think-donald-trump-puppetry-cs-319p_9cbf72b59fd3c322228ef8e58287dd23.nbcnews-fp-1200-630.jpg,2020.0
396,2020-10-23,23.0,www.msnbc.com,10.0,msnbc,MSNBC,Trump and Biden clash in final presidential debate,https://media12.s-nbcnews.com/j/MSNBC/Components/Video/202010/n_mj_intro_201023_1920x1080.nbcnews-fp-1200-630.jpg,2020.0
397,2020-10-23,23.0,www.msnbc.com,10.0,msnbc,MSNBC,Soboroff: The conditions of migrant children Trump described as 'well taken care of' made me sick,https://media14.s-nbcnews.com/j/MSNBC/Components/Video/202010/Soboroff102220.nbcnews-fp-1200-630.jpg,2020.0
398,2020-10-24,24.0,www.msnbc.com,10.0,msnbc,MSNBC,"Biden reveals Covid plan as Trump mocks masks, holds rallies",https://media13.s-nbcnews.com/j/MSNBC/Components/Video/202010/n_bwms_a2_201023_1920x1080.nbcnews-fp-1200-630.jpg,2020.0
399,2020-10-26,26.0,www.msnbc.com,10.0,msnbc,MSNBC,"'Has he upheld his oath of office?,' author asks about Trump",https://media11.s-nbcnews.com/j/MSNBC/Components/Video/202010/n_mj_roth_201026_1920x1080.nbcnews-fp-1200-630.jpg,2020.0
400,2020-10-29,29.0,www.msnbc.com,10.0,msnbc,MSNBC,Happy warrior? Trump has a lot of campaign trail complaints,https://media14.s-nbcnews.com/j/MSNBC/Components/Video/202010/n_bwms_lastthing_201028_1920x1080.nbcnews-fp-1200-630.jpg,2020.0
401,2020-10-22,22.0,www.msnbc.com,10.0,msnbc,MSNBC,Trump wants to make the election about ‘corruption.’ Here’s why that could backfire.,https://media14.s-nbcnews.com/j/MSNBC/Components/Video/202010/n_hayes_trumpcorruption_201021_1920x1080.nbcnews-fp-1200-630.jpg,2020.0
402,2020-10-22,22.0,www.msnbc.com,10.0,msnbc,MSNBC,White House releases footage of Trump abruptly ending '60 Minutes' interview,https://media11.s-nbcnews.com/j/MSNBC/Components/Video/202010/n_mitchell_brk_trump_60min_201022_1920x1080.nbcnews-fp-1200-630.jpg,2020.0
403,2020-10-22,22.0,www.msnbc.com,10.0,msnbc,MSNBC,'Not what I’m asking’: Hallie Jackson ends interview with Trump campaign press secretary,https://media13.s-nbcnews.com/j/MSNBC/Components/Video/202010/hallie_hogan_split.nbcnews-fp-1200-630.jpg,2020.0
404,2020-10-28,28.0,www.msnbc.com,10.0,msnbc,MSNBC,Trump supporters left in cold following Omaha rally,https://media11.s-nbcnews.com/j/MSNBC/Components/Video/202010/n_mj_mich_201028_1920x1080.nbcnews-fp-1200-630.jpg,2020.0
405,2020-10-27,27.0,www.nationalreview.com,10.0,national-review,National Review,"HELL, NO",https://i0.wp.com/www.nationalreview.com/wp-content/uploads/2020/10/donald-trump-rally-new-hampshire.jpg?fit=1200%2C700&ssl=1,2020.0
406,2020-10-27,27.0,www.nationalreview.com,10.0,national-review,National Review,Trump vs. Biden: A Rundown,https://i2.wp.com/www.nationalreview.com/wp-content/uploads/2020/10/donald-trump-joe-biden-main-2.jpg?fit=1200%2C700&ssl=1,2020.0
407,2020-10-26,26.0,www.nationalreview.com,10.0,national-review,National Review,Meet the Trump Official Calling Beijing’s Bluff,https://i0.wp.com/www.nationalreview.com/wp-content/uploads/2020/10/pottinger.jpg?fit=1200%2C700&ssl=1,2020.0
408,2020-10-28,28.0,www.nationalreview.com,10.0,national-review,National Review,Trump Reruns Just Aren’t as Exciting,https://i0.wp.com/www.nationalreview.com/wp-content/uploads/2020/10/trump-rally-villages-florida.jpg?fit=1200%2C700&ssl=1,2020.0
409,2020-10-27,27.0,www.nationalreview.com,10.0,national-review,National Review,The Coronavirus Case Trump Could Have Made,https://i0.wp.com/www.nationalreview.com/wp-content/uploads/2020/10/trump.jpg?fit=1200%2C700&ssl=1,2020.0
410,2020-10-27,27.0,www.nationalreview.com,10.0,national-review,National Review,Another Pollster Sees a Trump Win,https://i2.wp.com/www.nationalreview.com/wp-content/uploads/2020/10/debate-trump-2.jpg?fit=1200%2C700&ssl=1,2020.0
411,2020-10-22,22.0,www.nationalreview.com,10.0,national-review,National Review,The Worst-Case Scenario in November?,https://i1.wp.com/www.nationalreview.com/wp-content/uploads/2020/10/donald-trump-rally-tucson-arizona.jpg?fit=1200%2C700&ssl=1,2020.0
412,2020-10-23,23.0,www.nationalreview.com,10.0,national-review,National Review,Trump’s Debate Performance Means the Race Isn’t Over Yet,https://i0.wp.com/www.nationalreview.com/wp-content/uploads/2020/10/Trump-mag.jpg?fit=1200%2C700&ssl=1,2020.0
413,2020-10-29,29.0,www.nationalreview.com,10.0,national-review,National Review,Wisconsin Republican Party Says Hackers Stole $2.3 Million from Trump Reelection Account,https://i1.wp.com/www.nationalreview.com/wp-content/uploads/2020/10/trump-10.jpg?fit=1200%2C700&ssl=1,2020.0
414,2020-10-29,29.0,www.nationalreview.com,10.0,national-review,National Review,A Surreal Evening with Andrew Cuomo and Billy Crystal,https://i0.wp.com/www.nationalreview.com/wp-content/uploads/2020/05/ny-governor-andrew-cuomo.jpg?fit=1200%2C700&ssl=1,2020.0
415,2020-10-26,26.0,www.nationalreview.com,10.0,national-review,National Review,The Only Middle Finger Available,https://i2.wp.com/www.nationalreview.com/wp-content/uploads/2020/10/trump-rally-new-hampshire.jpg?fit=1200%2C700&ssl=1,2020.0
416,2020-10-23,23.0,www.nationalreview.com,10.0,national-review,National Review,Trump Accuses Biden of Cozying Up to Wall Street Donors,https://i2.wp.com/www.nationalreview.com/wp-content/uploads/2020/10/debate-trump-1.jpg?fit=1200%2C700&ssl=1,2020.0
417,2020-10-26,26.0,www.nationalreview.com,10.0,national-review,National Review,Trump Asks Supreme Court to Block North Carolina Mail-In Ballot Extension,https://i1.wp.com/www.nationalreview.com/wp-content/uploads/2020/10/NC-Ballots.jpg?fit=1200%2C700&ssl=1,2020.0
418,2020-10-24,24.0,www.nationalreview.com,10.0,national-review,National Review,Jared Kushner and Ivanka Trump Threaten to Sue Lincoln Project over Times Square Billboards,https://i2.wp.com/www.nationalreview.com/wp-content/uploads/2017/06/ivanka-trump-jared-kushners-attorney-shunned-washington.jpg?fit=920%2C537&ssl=1,2020.0
419,2020-10-27,27.0,www.nationalreview.com,10.0,national-review,National Review,California Leaders Are Wrong to Fault the Trump Administration on Wildfires,https://i0.wp.com/www.nationalreview.com/wp-content/uploads/2020/10/blue-ridge-fire-2020-15.jpg?fit=1200%2C700&ssl=1,2020.0
420,2020-10-28,28.0,www.nationalreview.com,10.0,national-review,National Review,"Hell, Yes",https://i2.wp.com/www.nationalreview.com/wp-content/uploads/2020/10/trump-rally-pennsylvania-1.jpg?fit=1200%2C700&ssl=1,2020.0
421,2020-10-22,22.0,www.nationalreview.com,10.0,national-review,National Review,60 Minutes Anchor Insists Hunter Biden Emails ‘Can’t Be Verified’ When Pressed by Trump,https://i1.wp.com/www.nationalreview.com/wp-content/uploads/2020/08/donald-trump-tulsa.jpg?fit=1200%2C700&ssl=1,2020.0
422,2020-10-25,25.0,www.nationalreview.com,10.0,national-review,National Review,Pelosi Says She Will Run for Speaker Again as Coronavirus Stimulus Talks Remain Stalled,https://i2.wp.com/www.nationalreview.com/wp-content/uploads/2020/04/20200416_pelosi.jpg?fit=1200%2C700&ssl=1,2020.0
423,2020-10-26,26.0,www.nationalreview.com,10.0,national-review,National Review,Biden Draws Bulk of Fundraising Support from Wealthiest Zip Codes,https://i2.wp.com/www.nationalreview.com/wp-content/uploads/2020/10/Joe-Biden-Speaking-PA.jpg?fit=1200%2C700&ssl=1,2020.0
424,2020-10-28,28.0,www.nationalreview.com,10.0,national-review,National Review,How COVID Could Become a Vulnerability for Biden in the Campaign’s Home Stretch,https://i0.wp.com/www.nationalreview.com/wp-content/uploads/2020/10/joe-biden-covid-19-plan-speech.jpg?fit=1200%2C700&ssl=1,2020.0
425,2020-10-27,27.0,www.nationalreview.com,10.0,national-review,National Review,Clarence Thomas Swears In Amy Coney Barrett to the Supreme Court,https://i1.wp.com/www.nationalreview.com/wp-content/uploads/2020/10/amy-coney-barrett-swearing-in-1.jpg?fit=1200%2C700&ssl=1,2020.0
426,2020-10-23,23.0,www.nationalreview.com,10.0,national-review,National Review,"Trump Announces Sudan Will Join UAE, Bahrain in Recognizing Israel",https://i1.wp.com/www.nationalreview.com/wp-content/uploads/2020/10/Trump-sudan.jpg?fit=1200%2C700&ssl=1,2020.0
427,2020-10-23,23.0,www.nationalreview.com,10.0,national-review,National Review,Federal Judge Tosses Trump Campaign Lawsuit Against New Jersey Vote-By-Mail Plan,https://i1.wp.com/www.nationalreview.com/wp-content/uploads/2014/10/pic_giant_101914_SM_Mail-In-Ballots-2.jpg?fit=920%2C537&ssl=1,2020.0
428,2020-10-22,22.0,www.nationalreview.com,10.0,national-review,National Review,"Media, Lincoln Project Inadvertently Further Iranian ‘Proud Boys’ Disinformation Campaign",https://i1.wp.com/www.nationalreview.com/wp-content/uploads/2020/09/early-voting-2020-18.jpg?fit=1200%2C700&ssl=1,2020.0
429,2020-10-23,23.0,www.nationalreview.com,10.0,national-review,National Review,A Big Night — and a Better Day After — for Trump,https://i1.wp.com/www.nationalreview.com/wp-content/uploads/2020/10/donald-trump-rally-tucson-arizona.jpg?fit=1200%2C700&ssl=1,2020.0
